CLASS,CODE, URL,CRN,TYPE,SECTION,TIME,DAY,LOCATION,INSTRUCTOR
AAS100,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/100,70762,Lecture-Discussion,LD2,09:30AM - 10:50AM,TR,219 David Kinley Hall,"Lee, S"
AAS201,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/201,66639,Online,OL1,ARRANGED,n.a,n.a,
AAS201,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/201,66638,Online,OL2,ARRANGED,n.a,n.a,
AAS215,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/215,52317,Lecture-Discussion,A,03:00PM - 04:20PM,MW,313 Gregory Hall,"Compoc, K"
AAS258,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/258,51119,Lecture-Discussion,A,02:00PM - 03:20PM,TR,103 Bevier Hall,"Rana, J"
AAS260,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/260,40136,Lecture-Discussion,A,01:00PM - 02:50PM,TR,n.a,"Bright, L"
AAS265,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/265,60383,Lecture-Discussion,A,01:00PM - 02:20PM,MW,103 1207 W Oregon,"Coyoca, W"
AAS281,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/281,54523,Discussion/ Recitation,AD1,11:00AM - 11:50AM,T,307 Gregory Hall,"Burgos, A
Kelley, K"
AAS281,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/281,54527,Discussion/ Recitation,AD2,03:00PM - 03:50PM,W,307 Gregory Hall,"Burgos, A
Kelley, K"
AAS281,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/281,54531,Discussion/ Recitation,AD3,11:00AM - 11:50AM,R,307 Gregory Hall,"Burgos, A
Kelley, K"
AAS281,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/281,54519,Lecture,AL1,09:30AM - 10:50AM,TR,132 Bevier Hall,"Burgos, A"
AAS297,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/297,62166,Lecture-Discussion,A,03:30PM - 04:45PM,MW,205 Gregory Hall,"Balgopal, A"
AAS300,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/300,69047,Lecture-Discussion,A,11:00AM - 12:20PM,TR,221 Gregory Hall,"Desai, R"
AAS310,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/310,33071,Discussion/ Recitation,D1,02:00PM - 03:50PM,R,22 Education Building,"Anderson, J"
AAS310,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/310,45579,Discussion/ Recitation,D2,02:00PM - 03:50PM,R,42A Education Building,"Anderson, J"
AAS310,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/310,33069,Lecture,L,02:00PM - 03:50PM,T,22 Education Building,"Anderson, J"
AAS355,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/355,57160,Lecture-Discussion,A,10:00AM - 11:20AM,MW,103 1207 W Oregon,"Dowling, J"
AAS357,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/357,70259,Lecture-Discussion,A,10:00AM - 11:20AM,MW,n.a,"Coyoca, W"
AAS465,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/465,48488,Lecture-Discussion,G,03:30PM - 05:50PM,M,133 1207 W Oregon,"Cacho, L"
AAS465,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/465,48487,Lecture-Discussion,U,03:30PM - 05:50PM,M,133 1207 W Oregon,"Cacho, L"
AAS479,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/479,51464,Lecture-Discussion,G,02:30PM - 04:50PM,M,103 1207 W Oregon,"Lira, N"
AAS479,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/479,51463,Lecture-Discussion,U,02:30PM - 04:50PM,M,103 1207 W Oregon,"Lira, N"
AAS561,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/561,52839,Lecture-Discussion,A,02:00PM - 04:50PM,W,n.a,"Rana, J"
AAS590,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/590,46471,Lecture-Discussion,AB,01:00PM - 03:50PM,T,n.a,"Beauchamp, T
Paik, A"
AAS590,AAS,https://courses.illinois.edu/schedule/2020/spring/AAS/590,65842,Lecture-Discussion,SR,03:30PM - 05:50PM,T,133 1207 W Oregon,"Ruiz, S"
ABE141,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/141,54768,Lecture-DiscussionLecture,MGDMGD,10:00AM - 10:50AM100010:00AM - 10:50AM,FMW,204 Agricultural Engr Sciences Bld204 Agricultural Engr Sciences Bld,"Bhalerao, KBhalerao, K"
ABE199,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/199,10141,Independent Study,,ARRANGED,n.a,n.a,
ABE199,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/199,68015,Discussion/ Recitation,AMB,01:00PM - 01:50PM,T,242 Agricultural Engr Sciences Bld,"Boone, A"
ABE225,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/225,57090,Laboratory,AB1,08:00AM - 09:50AM,F,242 Agricultural Engr Sciences Bld,"Zhang, Y"
ABE225,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/225,57091,Laboratory,AB2,10:00AM - 11:50AM,F,242 Agricultural Engr Sciences Bld,"Zhang, Y"
ABE225,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/225,57089,Lecture-Discussion,AE1,08:30AM - 09:50AM,TR,204 Agricultural Engr Sciences Bld,"Zhang, Y"
ABE226,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/226,57087,Laboratory,AB1,08:00AM - 09:50AM,F,242 Agricultural Engr Sciences Bld,"Singh, V"
ABE226,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/226,57088,Laboratory,AB2,10:00AM - 11:50AM,F,242 Agricultural Engr Sciences Bld,"Singh, V"
ABE226,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/226,57086,Lecture-Discussion,AE1,08:30AM - 09:50AM,TR,204 Agricultural Engr Sciences Bld,"Singh, V"
ABE397,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/397,47262,Independent Study,,ARRANGED,n.a,n.a,
ABE425,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/425,39995,Laboratory,AB1,01:00PM - 02:50PM,F,248 Agricultural Engr Sciences Bld,"Grift, T"
ABE425,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/425,56252,Laboratory,AB2,03:00PM - 04:50PM,F,248 Agricultural Engr Sciences Bld,"Grift, T"
ABE425,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/425,39997,Lecture-Discussion,AE1,09:30AM - 10:50AM,TR,272 Agricultural Engr Sciences Bld,"Grift, T"
ABE440,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/440,31585,Laboratory,AB1,12:00PM - 01:50PM,W,M205 Turner Hall,"Lipka, A"
ABE440,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/440,31587,Laboratory,AB2,02:00PM - 03:50PM,W,M205 Turner Hall,"Lipka, A"
ABE440,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/440,60974,Laboratory,AB3,06:00PM - 07:50PM,W,M205 Turner Hall,"Lipka, A"
ABE440,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/440,31591,Lecture,AL1,03:30PM - 04:50PM,TR,1090 Lincoln Hall,"Lipka, A"
ABE446,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/446,51916,LaboratoryLecture,KB1KB1,03:00PM - 04:50PM150003:00PM - 03:50PM,WMF,242 Agricultural Engr Sciences Bld242 Agricultural Engr Sciences Bld,"Bhalerao, KBhalerao, K"
ABE446,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/446,51917,LaboratoryLecture,KB2KB2,03:00PM - 04:50PM150003:00PM - 03:50PM,WMF,242 Agricultural Engr Sciences Bld242 Agricultural Engr Sciences Bld,"Bhalerao, KBhalerao, K"
ABE454,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/454,67702,Lecture-Discussion,MLC,09:00AM - 10:15AM,MW,n.a,"Chu, M"
ABE456,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/456,29875,LaboratoryLecture,G4G4,03:00PM - 04:50PM150003:00PM - 04:50PM,MW,208 Agricultural Engr Sciences Bld208 Agricultural Engr Sciences Bld,"Bhattarai, R"
ABE456,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/456,40185,LaboratoryLecture,U3U3,03:00PM - 04:50PM150003:00PM - 04:50PM,MW,208 Agricultural Engr Sciences Bld208 Agricultural Engr Sciences Bld,"Bhattarai, R"
ABE469,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/469,70549,Discussion/ RecitationLecture-Discussion,APWAPW,ARRANGED123012:30PM - 01:50PM,n.aTR,n.a204 Agricultural Engr Sciences Bld,"Witmer, AWitmer, A"
ABE474,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/474,66784,Online,AG2,12:00PM - 12:50PM,M,n.a,"Green-Miller, A"
ABE497,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/497,61168,Independent Study,,ARRANGED,n.a,n.a,
ABE498,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/498,10169,Independent Study,,ARRANGED,n.a,n.a,
ABE498,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/498,69046,Lecture-Discussion,AW1,09:30AM - 10:50AM,TR,n.a,"Witmer, A"
ABE498,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/498,69527,Lecture-Discussion,AW2,09:30AM - 10:50AM,TR,n.a,"Witmer, A"
ABE498,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/498,68204,Lecture-Discussion,CH1,04:00PM - 05:50PM,T,n.a,"Harbourt, C"
ABE498,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/498,68117,Lecture-DiscussionTravel,DRPDRP,03:30PM - 04:50PM0000ARRANGED,TRn.a,2101 Everitt Laboratoryn.a,"Rodriguez, LRodriguez, L"
ABE498,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/498,69694,Lecture-Discussion,XW3,ARRANGED,n.a,204 Agricultural Engr Sciences Bld,"Wang, X"
ABE594,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/594,45390,Lecture-Discussion,A,12:00PM - 12:50PM,F,204 Agricultural Engr Sciences Bld,"Raveendran Nair, G"
ABE597,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/597,10174,Independent Study,,ARRANGED,n.a,n.a,
ABE599,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/599,10177,Independent Study,,ARRANGED,n.a,n.a,
ABE599,ABE,https://courses.illinois.edu/schedule/2020/spring/ABE/599,43991,Lecture,A,12:00PM - 12:50PM,F,n.a,"Takhar, P"
ACCY199,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/199,10033,Independent Study,,ARRANGED,n.a,n.a,
ACCY199,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/199,70231,Lecture-Discussion,TAX,06:00PM - 09:50PM,TR,152 Wohlers Hall,
ACCY199,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/199,70517,Lecture-Discussion,TD,10:00AM - 10:50AM,F,3003 Business Instructional Fac,
ACCY199,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/199,70634,Lecture-Discussion,TMG,06:00PM - 09:50PM,TR,166 Wohlers Hall,
ACCY200,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/200,45418,Online,OL,ARRANGED,n.a,n.a,
ACCY200,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/200,30111,Lecture-Discussion,TM,05:00PM - 06:20PM,MW,2011 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,30112,Discussion/ Recitation,AD1,08:00AM - 08:50AM,F,2007 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,30113,Discussion/ Recitation,AD2,09:00AM - 09:50AM,F,2007 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,30114,Discussion/ Recitation,AD3,09:00AM - 09:50AM,F,2011 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,30115,Discussion/ Recitation,AD4,12:00PM - 12:50PM,F,2007 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,30116,Discussion/ Recitation,AD5,01:00PM - 01:50PM,F,2007 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,30117,Discussion/ Recitation,AD6,02:00PM - 02:50PM,F,2007 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,45631,Discussion/ Recitation,AD7,10:00AM - 10:50AM,F,2007 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,68828,Discussion/ Recitation,AD8,10:00AM - 10:50AM,F,2063 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,68829,Discussion/ Recitation,AD9,11:00AM - 11:50AM,F,2063 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,68830,Discussion/ Recitation,ADA,12:00PM - 12:50PM,F,2063 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,68831,Discussion/ Recitation,ADB,01:00PM - 01:50PM,F,2057 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,70222,Discussion/ Recitation,ADC,11:00AM - 11:50AM,F,2007 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,30118,Lecture,AL1,12:30PM - 01:50PM,TR,141 Wohlers Hall,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,68539,Lecture,AL2,11:00AM - 12:20PM,TR,1001 Business Instructional Fac,
ACCY201,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/201,51202,Lecture,AL3,03:30PM - 04:50PM,TR,2001 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30147,Discussion/ Recitation,AD1,09:00AM - 09:50AM,F,2063 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30121,Discussion/ Recitation,ADA,08:00AM - 08:50AM,F,2011 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30123,Discussion/ Recitation,ADC,09:00AM - 09:50AM,F,3009 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30134,Discussion/ Recitation,ADE,10:00AM - 10:50AM,F,3001 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30138,Discussion/ Recitation,ADF,11:00AM - 11:50AM,F,3001 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30140,Discussion/ Recitation,ADG,09:00AM - 09:50AM,F,3063 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30143,Discussion/ Recitation,ADH,09:00AM - 09:50AM,F,2057 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30151,Discussion/ Recitation,ADJ,12:00PM - 12:50PM,F,2011 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30159,Discussion/ Recitation,ADL,12:00PM - 12:50PM,F,3057 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30161,Discussion/ Recitation,ADM,12:00PM - 12:50PM,F,3063 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30168,Discussion/ Recitation,ADO,01:00PM - 01:50PM,F,3057 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30171,Discussion/ Recitation,ADP,01:00PM - 01:50PM,F,3063 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30176,Discussion/ Recitation,ADQ,01:00PM - 01:50PM,F,2011 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30179,Discussion/ Recitation,ADR,02:00PM - 02:50PM,F,2011 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30182,Discussion/ Recitation,ADS,02:00PM - 02:50PM,F,3057 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30186,Discussion/ Recitation,ADT,02:00PM - 02:50PM,F,3063 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30119,Lecture,AL1,11:00AM - 12:20PM,TR,141 Wohlers Hall,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,30120,Lecture,AL2,08:00AM - 09:20AM,TR,1001 Business Instructional Fac,
ACCY202,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/202,69229,Lecture,AL3,02:00PM - 03:20PM,TR,3057 Business Instructional Fac,
ACCY290,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/290,47685,Conference,O,ARRANGED,n.a,n.a,
ACCY301,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/301,30192,Lecture-Discussion,AE1,08:00AM - 09:20AM,MW,2001 Business Instructional Fac,
ACCY301,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/301,30195,Lecture-Discussion,AE2,12:30PM - 01:50PM,MW,3003 Business Instructional Fac,
ACCY301,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/301,30197,Lecture-Discussion,AE3,02:00PM - 03:20PM,MW,3003 Business Instructional Fac,
ACCY301,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/301,30200,Lecture-Discussion,AE4,02:00PM - 03:20PM,MW,3063 Business Instructional Fac,
ACCY301,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/301,30201,Lecture-Discussion,AE5,09:30AM - 10:50AM,MW,2063 Business Instructional Fac,
ACCY301,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/301,30203,Lecture-Discussion,AE6,12:30PM - 01:50PM,MW,3063 Business Instructional Fac,
ACCY302,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,60043,Lecture-Discussion,AE1,11:00AM - 12:20PM,TR,1025 Business Instructional Fac,
ACCY302,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30211,Lecture-Discussion,AE2,09:30AM - 10:50AM,TR,1025 Business Instructional Fac,
ACCY302,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30212,Lecture-Discussion,AE3,11:00AM - 12:20PM,TR,2005 Business Instructional Fac,
ACCY302,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30228,Lecture-Discussion,AE5,12:30PM - 01:50PM,TR,2005 Business Instructional Fac,
ACCY302,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30232,Lecture-Discussion,AE6,02:00PM - 03:20PM,TR,3063 Business Instructional Fac,
ACCY302,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30255,Lecture-Discussion,AE7,08:00AM - 09:20AM,TR,2001 Business Instructional Fac,
ACCY302,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/302,30260,Laboratory-Discussion,AY1,03:30PM - 04:50PM,M,1001 Business Instructional Fac,
ACCY303,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30267,Lecture-Discussion,AE2,09:30AM - 10:50AM,MW,3057 Business Instructional Fac,
ACCY303,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30271,Lecture-Discussion,AE3,03:30PM - 04:50PM,MW,3003 Business Instructional Fac,
ACCY303,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30274,Lecture-Discussion,AE4,08:00AM - 09:20AM,MW,3057 Business Instructional Fac,
ACCY303,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30276,Lecture-Discussion,AE5,11:00AM - 12:20PM,MW,3057 Business Instructional Fac,
ACCY303,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,30278,Lecture-Discussion,AE6,12:30PM - 01:50PM,MW,3057 Business Instructional Fac,
ACCY303,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/303,46358,Lecture-Discussion,AE7,02:00PM - 03:20PM,MW,3057 Business Instructional Fac,
ACCY304,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30286,Lecture-Discussion,AE1,09:30AM - 10:50AM,TR,2001 Business Instructional Fac,
ACCY304,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30288,Lecture-Discussion,AE2,11:00AM - 12:20PM,TR,3003 Business Instructional Fac,
ACCY304,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30291,Lecture-Discussion,AE3,02:00PM - 03:20PM,TR,3003 Business Instructional Fac,
ACCY304,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30294,Lecture-Discussion,AE4,03:30PM - 04:50PM,TR,3003 Business Instructional Fac,
ACCY304,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30296,Lecture-Discussion,AE5,11:00AM - 12:20PM,TR,3001 Business Instructional Fac,
ACCY304,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/304,30299,Lecture-Discussion,AE6,09:30AM - 10:50AM,TR,3001 Business Instructional Fac,
ACCY312,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,30334,Lecture-Discussion,A,11:00AM - 12:20PM,MW,2005 Business Instructional Fac,
ACCY312,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,30335,Lecture-Discussion,B,12:30PM - 01:50PM,MW,2005 Business Instructional Fac,
ACCY312,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,30336,Lecture-Discussion,C,09:30AM - 10:50AM,MW,3003 Business Instructional Fac,
ACCY312,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,39460,Lecture-Discussion,D,02:00PM - 03:20PM,MW,2005 Business Instructional Fac,
ACCY312,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,48959,Lecture-Discussion,E,12:30PM - 01:50PM,MW,240 Wohlers Hall,
ACCY312,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,56978,Lecture-Discussion,F,11:00AM - 12:20PM,MW,3003 Business Instructional Fac,
ACCY312,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/312,63525,Lecture-Discussion,G,08:00AM - 09:20AM,MW,3003 Business Instructional Fac,
ACCY398,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,30412,Online,A,ARRANGED,n.a,n.a,
ACCY398,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,63823,Online,B,ARRANGED,n.a,n.a,
ACCY398,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,63824,Online,C,ARRANGED,n.a,n.a,
ACCY398,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,63825,Online,D,ARRANGED,n.a,n.a,
ACCY398,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/398,30415,Online,Z,ARRANGED,n.a,n.a,
ACCY405,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/405,30311,Lecture-Discussion,AE1,11:00AM - 12:20PM,TR,1049 Business Instructional Fac,
ACCY405,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/405,30315,Lecture-Discussion,AE2,09:30AM - 10:50AM,TR,2005 Business Instructional Fac,
ACCY405,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/405,30324,Lecture-Discussion,AE3,02:00PM - 03:20PM,TR,2005 Business Instructional Fac,
ACCY405,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/405,30328,Laboratory-Discussion,AY1,04:00PM - 05:20PM,R,1001 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,60044,Lecture-Discussion,A3,09:30AM - 10:50AM,MW,3001 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65522,Lecture-Discussion,A4,09:30AM - 10:50AM,MW,3001 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,60045,Lecture-Discussion,B3,02:00PM - 03:20PM,TR,3001 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,66490,Lecture-Discussion,B4,02:00PM - 03:20PM,TR,3001 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61733,Lecture-Discussion,C3,02:00PM - 03:20PM,MW,1049 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65523,Lecture-Discussion,C4,02:00PM - 03:20PM,MW,1049 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61734,Lecture-Discussion,D3,03:30PM - 04:50PM,MW,1049 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65524,Lecture-Discussion,D4,03:30PM - 04:50PM,MW,1049 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61745,Lecture-Discussion,E3,08:00AM - 09:20AM,TR,1049 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65525,Lecture-Discussion,E4,08:00AM - 09:20AM,TR,1049 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61758,Lecture-Discussion,F3,11:00AM - 12:20PM,TR,3063 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65526,Lecture-Discussion,F4,11:00AM - 12:20PM,TR,3063 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,61759,Lecture-Discussion,G3,12:30PM - 01:50PM,TR,3001 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,65527,Lecture-Discussion,G4,12:30PM - 01:50PM,TR,3001 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,68836,Lecture-Discussion,H3,03:30PM - 04:50PM,TR,3001 Business Instructional Fac,
ACCY410,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/410,68837,Lecture-Discussion,H4,03:30PM - 04:50PM,TR,3001 Business Instructional Fac,
ACCY415,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/415,63503,Lecture-Discussion,AE3,12:30PM - 01:50PM,TR,3003 Business Instructional Fac,
ACCY415,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/415,65157,Lecture-Discussion,AE4,08:00AM - 09:20AM,TR,3003 Business Instructional Fac,
ACCY415,ACCY,https://courses.illinois.edu/schedule/2020/spring/ACCY/415,65158,Lecture-Discussion,AE5,09:30AM - 10:50AM,TR,3003 Business Instructional Fac,
