CODE, URL,,,CODE, URL,CRN,Type,Section,Time,Day,Location,Instructor
ME,https://courses.illinois.edu/schedule/2020/spring/ME/170,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/225,70850,Laboratory-Discussion,AYZ,150003:00PM - 04:50PM,F,0218 Siebel Center for Comp Sci,"Evans, G
He, J"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/199,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61689,Lecture,AL1,090009:00AM - 09:50AM,MWF,1320 Digital Computer Laboratory,"Herman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/200,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61827,Lecture,AL2,100010:00AM - 10:50AM,MWF,1310 Digital Computer Laboratory,"Herman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/270,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,70584,Lecture,ALP,090009:00AM - 09:50AM,MWF,1320 Digital Computer Laboratory,"Herman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/297,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,70586,Lecture,ALR,100010:00AM - 10:50AM,MWF,1310 Digital Computer Laboratory,"Herman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/310,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61820,Discussion/ RecitationLaboratory,AYAAYA,150003:00PM - 03:50PM160004:00PM - 04:50PM,MM,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/320,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61690,Discussion/ RecitationLaboratory,AYBAYB,160004:00PM - 04:50PM170005:00PM - 05:50PM,MM,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/330,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61691,Discussion/ RecitationLaboratory,AYCAYC,140002:00PM - 02:50PM150003:00PM - 03:50PM,TT,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/340,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61692,Discussion/ RecitationLaboratory,AYDAYD,150003:00PM - 03:50PM160004:00PM - 04:50PM,TT,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/360,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61821,Discussion/ RecitationLaboratory,AYEAYE,170005:00PM - 05:50PM180006:00PM - 06:50PM,MM,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/370,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61693,Discussion/ RecitationLaboratory,AYFAYF,110011:00AM - 11:50AM120012:00PM - 12:50PM,TT,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/371,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61694,Discussion/ RecitationLaboratory,AYGAYG,120012:00PM - 12:50PM130001:00PM - 01:50PM,TT,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/400,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61695,Discussion/ RecitationLaboratory,AYHAYH,130001:00PM - 01:50PM140002:00PM - 02:50PM,TT,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/404,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61696,Discussion/ RecitationLaboratory,AYIAYI,100010:00AM - 10:50AM110011:00AM - 11:50AM,TT,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/410,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61822,Discussion/ RecitationLaboratory,AYJAYJ,160004:00PM - 04:50PM170005:00PM - 05:50PM,TT,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/412,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/233,61823,Discussion/ RecitationLaboratory,AYKAYK,090009:00AM - 09:50AM100010:00AM - 10:50AM,TT,1111 Siebel Center for Comp Sci0218 Siebel Center for Comp Sci,"Herman, GHerman, G"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/431,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/240,68916,Lecture,ICS,123012:30PM - 01:45PM,TR,1214 Siebel Center for Comp Sci,"Harris, A"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/440,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,53753,Discussion/ Recitation,ADA,090009:00AM - 10:20AM,R,0218 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/445,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,48069,Discussion/ Recitation,ADB,103010:30AM - 11:50AM,R,0218 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/446,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,48070,Discussion/ Recitation,ADC,120012:00PM - 01:20PM,R,0218 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/452,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,48071,Discussion/ Recitation,ADD,133001:30PM - 02:50PM,R,0218 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/455,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,48072,Discussion/ Recitation,ADE,150003:00PM - 04:20PM,R,0218 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/460,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,48073,Discussion/ Recitation,ADF,143002:30PM - 03:50PM,W,0222 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/470,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,48075,Discussion/ Recitation,ADG,160004:00PM - 05:20PM,W,0222 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/471,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,50109,Discussion/ Recitation,ADH,093009:30AM - 10:50AM,R,0222 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/472,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,56807,Discussion/ Recitation,ADJ,110011:00AM - 12:20PM,R,0222 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/481,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,63637,Discussion/ Recitation,ADK,123012:30PM - 01:50PM,R,0222 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/483,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,63638,Discussion/ Recitation,ADL,140002:00PM - 03:20PM,R,0222 Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/487,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,43556,Lecture,AL1,100010:00AM - 10:50AM,MWF,1320 Digital Computer Laboratory,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/496,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/241,63636,Lecture,AL2,110011:00AM - 11:50AM,MWF,1320 Digital Computer Laboratory,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/497,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/242,43558,Laboratory,AB1,0000ARRANGED,n.a,ARR Siebel Center for Comp Sci,"Woodley, M"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/498,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/242,43557,Lecture,AL1,100010:00AM - 10:50AM,F,1404 Siebel Center for Comp Sci,"Woodley, M"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/501,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/242,69451,Online,CPS,0000ARRANGED,n.a,n.a,"Woodley, M"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/503,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/296,31262,Lecture-Discussion,25,170005:00PM - 05:50PM,R,1404 Siebel Center for Comp Sci,"Evans, G
He, J"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/510,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/296,61175,Lecture-Discussion,33,160004:00PM - 04:50PM,W,1302 Siebel Center for Comp Sci,"Padua, D"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/521,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/296,56375,Lecture-Discussion,41,0000ARRANGED,n.a,ARR Siebel Center for Comp Sci,"Angrave, L"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/531,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/357,61476,Lecture-Discussion,M,153003:30PM - 04:45PM,TR,1404 Siebel Center for Comp Sci,"Silva, M"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/540,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/357,50106,Lecture-Discussion,N,140002:00PM - 03:15PM,TR,1404 Siebel Center for Comp Sci,"Silva, M"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/544,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,65086,Discussion/ Recitation,ADA,090009:00AM - 09:50AM,W,1103 Siebel Center for Comp Sci,"Liu, H"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/546,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,65087,Discussion/ Recitation,ADB,100010:00AM - 10:50AM,W,1103 Siebel Center for Comp Sci,"Liu, H"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/561,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,65083,Discussion/ Recitation,ADC,110011:00AM - 11:50AM,W,1103 Siebel Center for Comp Sci,"Liu, H"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/590,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,65084,Discussion/ Recitation,ADD,120012:00PM - 12:50PM,W,1103 Siebel Center for Comp Sci,"Liu, H"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/597,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,65085,Discussion/ Recitation,ADE,130001:00PM - 01:50PM,W,1103 Siebel Center for Comp Sci,"Liu, H"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/598,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,68207,Discussion/ Recitation,ADF,140002:00PM - 02:50PM,W,1103 Siebel Center for Comp Sci,"Liu, H"
ME,https://courses.illinois.edu/schedule/2020/spring/ME/599,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,70266,Discussion/ Recitation,ADG,150003:00PM - 03:50PM,W,1103 Siebel Center for Comp Sci,"Liu, H"
MFST,https://courses.illinois.edu/schedule/2020/spring/MFST/101,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,70268,Discussion/ Recitation,ADH,160004:00PM - 04:50PM,W,1103 Siebel Center for Comp Sci,"Liu, H"
MICR,https://courses.illinois.edu/schedule/2020/spring/MICR/590,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/361,65082,Lecture,AL1,110011:00AM - 12:15PM,TR,2079 Natural History Building,"Liu, H"
MICR,https://courses.illinois.edu/schedule/2020/spring/MICR/595,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65088,Lecture,AL1,110011:00AM - 12:15PM,TR,1002 Electrical & Computer Eng Bldg,"Chan, T
Mehta, R"
MICR,https://courses.illinois.edu/schedule/2020/spring/MICR/599,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65089,Discussion/ Recitation,AYA,123012:30PM - 01:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/102,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65090,Discussion/ Recitation,AYB,133001:30PM - 02:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/114,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65091,Discussion/ Recitation,AYC,140002:00PM - 02:50PM,WF,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/202,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65092,Discussion/ Recitation,AYD,143002:30PM - 03:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/214,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65093,Discussion/ Recitation,AYE,153003:30PM - 04:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/302,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65094,Discussion/ Recitation,AYF,163004:30PM - 05:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/314,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65095,Discussion/ Recitation,AYG,173005:30PM - 06:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/324,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65096,Discussion/ Recitation,AYH,183006:30PM - 07:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/325,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65097,Discussion/ Recitation,AYJ,100010:00AM - 10:50AM,WF,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MILS,https://courses.illinois.edu/schedule/2020/spring/MILS/342,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,65098,Discussion/ Recitation,AYK,110011:00AM - 11:50AM,WF,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
MIP,https://courses.illinois.edu/schedule/2020/spring/MIP/590,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,67005,Lecture,BL1,153003:30PM - 04:45PM,TR,1320 Digital Computer Laboratory,"Borisov, N
Miller, A"
MIP,https://courses.illinois.edu/schedule/2020/spring/MIP/595,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,67949,Discussion/ Recitation,BYA,090009:00AM - 09:50AM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
MIP,https://courses.illinois.edu/schedule/2020/spring/MIP/599,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,67951,Discussion/ Recitation,BYB,120012:00PM - 12:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/183,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,67953,Discussion/ Recitation,BYC,130001:00PM - 01:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/199,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,67955,Discussion/ Recitation,BYD,150003:00PM - 03:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/201,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,67957,Discussion/ Recitation,BYE,160004:00PM - 04:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/206,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/374,67959,Discussion/ Recitation,BYF,170005:00PM - 05:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/280,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/397,14855,Independent Study,,0000ARRANGED,n.a,n.a,
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/304,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/411,69453,Online,CPS,0000ARRANGED,n.a,n.a,"Alawini, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/308,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/411,67992,Online,DSO,0000ARRANGED,n.a,n.a,"Chang, K"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/395,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/411,31352,Lecture-Discussion,N3,140002:00PM - 03:15PM,TR,2079 Natural History Building,"Alawini, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/396,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/411,31355,Lecture-Discussion,N4,140002:00PM - 03:15PM,TR,2079 Natural History Building,"Alawini, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/397,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/412,65867,Online,DSO,0000ARRANGED,n.a,n.a,"Han, J"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/402,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/412,63461,Lecture-Discussion,P3,140002:00PM - 03:15PM,WF,1404 Siebel Center for Comp Sci,"Chang, K"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/404,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/412,63462,Lecture-Discussion,P4,140002:00PM - 03:15PM,WF,1404 Siebel Center for Comp Sci,"Chang, K"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/405,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/413,60844,Lecture-Discussion,E13,130001:00PM - 01:50PM,MWF,156 Henry Administration Bldg,
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/420,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/413,60845,Lecture-Discussion,E14,130001:00PM - 01:50PM,MWF,156 Henry Administration Bldg,
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/422,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/418,31359,Lecture,AL1,110011:00AM - 12:15PM,TR,1310 Digital Computer Laboratory,"Shaffer, E"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/441,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/418,31361,Lecture,AL2,110011:00AM - 12:15PM,TR,1310 Digital Computer Laboratory,"Shaffer, E"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/450,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/418,69455,Online,CPS,0000ARRANGED,n.a,n.a,"Shaffer, E"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/453,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/418,70854,Online,DSO,0000ARRANGED,n.a,n.a,"Hart, J"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/458,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/421,31375,Lecture-Discussion,B3,123012:30PM - 01:45PM,TR,1404 Siebel Center for Comp Sci,"Beckman, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/460,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/421,31376,Lecture-Discussion,B4,123012:30PM - 01:45PM,TR,1404 Siebel Center for Comp Sci,"Beckman, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/481,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/421,63756,Lecture-Discussion,C3,153003:30PM - 04:45PM,TR,1302 Everitt Laboratory,"Beckman, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/487,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/421,63757,Lecture-Discussion,C4,153003:30PM - 04:45PM,TR,1302 Everitt Laboratory,"Beckman, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/488,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/421,68231,Online,CSP,0000ARRANGED,n.a,n.a,"Beckman, A"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/492,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/422,50085,Lecture-Discussion,T3,140002:00PM - 03:15PM,WF,1304 Siebel Center for Comp Sci,"Rosu, G"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/497,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/422,50086,Lecture-Discussion,T4,140002:00PM - 03:15PM,WF,1304 Siebel Center for Comp Sci,"Rosu, G"
MSE,https://courses.illinois.edu/schedule/2020/spring/MSE/499,,,CS,https://courses.illinois.edu/schedule/2020/spring/CS/423,31378,Lecture-Discussion,C3,140002:00PM - 03:15PM,TR,1310 Digital Computer Laboratory,"Xu, T"
